"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","mi2","mi1","mrna","_c3","_c4","_c5","_c6","_c7","_c8","_c9","_c10","_c11"
25976,"TIPARP","hsa-mir-96-5p","hsa-mir-182-5p",0,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-182-5p","hsa-mir-96-5p",25976,16.6649097386423,17.1789700029393,"16.4940358163641","17.2954810772303","17.2034690831772","17.4935684592699","16.6584399134537","17.2020922296362","17.3955708443194"
25987,"TSKU","hsa-mir-106a-5p","hsa-mir-20b-5p",0.003,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-20b-5p","hsa-mir-106a-5p",25987,16.5891532917723,17.5158027319946,"17.8948385502454","""""","""""","""""","""""","""""",""""""
26043,"UBXN7","hsa-mir-18a-3p","hsa-mir-141-5p",0.009,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-141-5p","hsa-mir-18a-3p",26043,17.508408043363,17.7857303937769,"17.5926690753361","16.510823824187","17.379379766213","""""","""""","""""",""""""
26278,"SACS","hsa-mir-183-5p","hsa-mir-30b-5p",0.009,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase","hsa-mir-30b-5p","hsa-mir-183-5p",26278,13.5957359262974,15.6664839225268,"15.6468711021087","14.6560675974736","""""","""""","""""","""""",""""""
26278,"SACS","hsa-mir-30b-5p","hsa-mir-182-5p",0.0045,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase","hsa-mir-182-5p","hsa-mir-30b-5p",26278,13.7022981553122,13.5957359262974,"15.6664839225268","15.6468711021087","""""","""""","""""","""""",""""""
27154,"BRPF3","hsa-mir-18b-5p","hsa-mir-625-5p",0.0025,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-625-5p","hsa-mir-18b-5p",27154,16.5212761832561,16.6841983055735,"17.1556863214482","""""","""""","""""","""""","""""",""""""
27161,"AGO2","hsa-mir-138-5p","hsa-mir-505-5p",0.0025,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/29458013'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30429351'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30429351'>PubMedLink</a>","tarbase","mirtarbase","hsa-mir-505-5p","hsa-mir-138-5p",27161,16.6836748550537,16.8003195077835,"16.2170663667029","16.9029852559911","16.6591277789118","""""","""""","""""",""""""
28962,"OSTM1","hsa-mir-106a-5p","hsa-mir-17-5p",0.001,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-17-5p","hsa-mir-106a-5p",28962,17.3783219555415,17.4039703919245,"17.7385699010628","18.0493030903236","""""","""""","""""","""""",""""""
29959,"NRBP1","hsa-mir-30b-5p","hsa-mir-20b-5p",0.007,FALSE,NA,NA,NA,"mirtarbase tarbase","mirtarbase tarbase","hsa-mir-20b-5p","hsa-mir-30b-5p",29959,19.6544039423205,19.8367179474789,"19.4063291021735","19.5495530722824","""""","""""","""""","""""",""""""
30000,"TNPO2","hsa-mir-150-5p","hsa-mir-345-5p",0.0085,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/31407831'>PubMedLink</a>","tarbase","tarbase","hsa-mir-345-5p","hsa-mir-150-5p",30000,18.6903079604384,19.0409517290396,"19.0995003778368","""""","""""","""""","""""","""""",""""""
30000,"TNPO2","hsa-mir-296-5p","hsa-mir-505-5p",0.002,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/31407831'>PubMedLink</a>","tarbase","tarbase","hsa-mir-505-5p","hsa-mir-296-5p",30000,18.7876015885712,18.6018498575404,"18.0888595585548","""""","""""","""""","""""","""""",""""""
51479,"ANKFY1","hsa-mir-9-5p","hsa-mir-204-5p",0.001,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-204-5p","hsa-mir-9-5p",51479,16.8093311690126,16.8691443960954,"""""","""""","""""","""""","""""","""""",""""""
51559,"NT5DC3","hsa-mir-34a-3p","hsa-mir-505-5p",0,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-505-5p","hsa-mir-34a-3p",51559,16.4700040657655,15.955477105589,"15.91244409035","16.7789066088375","""""","""""","""""","""""",""""""
54149,"C21orf91","hsa-mir-30b-5p","hsa-mir-624-5p",0.009,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-624-5p","hsa-mir-30b-5p",54149,16.9462766725854,16.2840104755499,"18.5031715645293","17.8607212318372","17.5036712009935","18.5638327212468","18.3257264404671","18.6556375654013",""""""
54726,"OTUD4","hsa-mir-331-5p","hsa-mir-183-5p",0.007,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-183-5p","hsa-mir-331-5p",54726,16.7618186838896,17.2766524383644,"17.1073713254768","17.1033234075796","17.193718205123","""""","""""","""""",""""""
54880,"BCOR","hsa-mir-30b-5p","hsa-mir-182-5p",0.008,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/28440018'>PubMedLink</a>","tarbase","tarbase","hsa-mir-182-5p","hsa-mir-30b-5p",54880,16.6716269536717,17.1403217651361,"18.3177063342461","18.1162610539197","""""","""""","""""","""""",""""""
54880,"BCOR","hsa-mir-505-5p","hsa-mir-296-3p",0.001,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/28440018'>PubMedLink</a>","tarbase","tarbase","hsa-mir-296-3p","hsa-mir-505-5p",54880,17.4693647255572,17.5883896514286,"""""","""""","""""","""""","""""","""""",""""""
54989,"ZNF770","hsa-mir-183-5p","hsa-mir-30b-5p",0.0035,TRUE,NA,NA,NA,"tarbase","mirtarbase tarbase","hsa-mir-30b-5p","hsa-mir-183-5p",54989,13.4526859621619,16.2849671234808,"16.9007405360207","17.0973282269538","""""","""""","""""","""""",""""""
55183,"RIF1","hsa-mir-26b-3p","hsa-mir-628-3p",0.0045,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-628-3p","hsa-mir-26b-3p",55183,16.5076122280647,15.9917075650671,"16.7460913291052","17.1411774886729","16.7028448217776","""""","""""","""""",""""""
55432,"YOD1","hsa-mir-221-3p","hsa-mir-651-5p",0.005,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-651-5p","hsa-mir-221-3p",55432,14.3591072498967,14.6961768599217,"14.9800937781073","14.6586109490256","15.217902426262","""""","""""","""""",""""""
55556,"ENOSF1","hsa-mir-425-3p","hsa-mir-129-5p",0.0015,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-129-5p","hsa-mir-425-3p",55556,15.6070053423205,14.6691461896889,"15.8303576777861","17.2753704219498","16.0774605481321","""""","""""","""""",""""""
56919,"DHX33","hsa-mir-193b-3p","hsa-mir-664a-3p",0.001,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-664a-3p","hsa-mir-193b-3p",56919,15.4467742851715,18.0612442550226,"16.8817620932214","17.6965898354915","18.0268107898138","18.4738205016232","17.5306037120668","""""",""""""
57649,"PHF12","hsa-mir-939-5p","hsa-mir-181d-5p",0.002,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-181d-5p","hsa-mir-939-5p",57649,16.9100888451516,17.0617061038735,"16.8164175273563","16.4435330646374","16.5298227131588","""""","""""","""""",""""""
57674,"RNF213","hsa-mir-134-5p","hsa-mir-18b-5p",0.0085,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-18b-5p","hsa-mir-134-5p",57674,18.9391288067756,19.5142912059689,"16.7870641451264","19.4780597150066","""""","""""","""""","""""",""""""
57674,"RNF213","hsa-mir-17-5p","hsa-mir-17-3p",0.0035,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-17-3p","hsa-mir-17-5p",57674,17.2046247668633,17.7915236191232,"19.3714200403971","18.1382896850705","19.5142912059689","19.4780597150066","""""","""""",""""""
57700,"FAM160B1","hsa-mir-320b","hsa-mir-133a-3p",5e-04,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase","hsa-mir-133a-3p","hsa-mir-320b",57700,17.2992803628366,16.9745827205873,"15.8679819236233","17.2921287542629","17.5241554858385","17.1967310795994","""""","""""",""""""
64282,"TENT4B","hsa-mir-193b-5p","hsa-mir-129-5p",0.0015,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-129-5p","hsa-mir-193b-5p",64282,15.1860989740678,16.0516260389777,"17.6092783298089","16.3619560681103","""""","""""","""""","""""",""""""
64778,"FNDC3B","hsa-mir-1-3p","hsa-mir-190a-5p",0.0045,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase","hsa-mir-190a-5p","hsa-mir-1-3p",64778,15.1488786961369,15.5899276072627,"15.4751616719865","16.6811921470893","16.4889648352033","""""","""""","""""",""""""
64778,"FNDC3B","hsa-mir-335-5p","hsa-mir-363-3p",0.005,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase","hsa-mir-363-3p","hsa-mir-335-5p",64778,15.7821739356703,16.2934631694557,"15.4369745144452","15.2656661242692","15.8713219570101","16.6811921470893","""""","""""",""""""
64866,"CDCP1","hsa-mir-939-5p","hsa-mir-370-3p",0.009,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-370-3p","hsa-mir-939-5p",64866,14.3167291936461,14.6988191774629,"15.0734208026213","14.8881525524881","""""","""""","""""","""""",""""""
65125,"WNK1","hsa-mir-139-3p","hsa-mir-181a-2-3p",0.0015,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/26498772'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29896252'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30688264'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31579948'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31599399'>PubMedLink</a>","tarbase","mirtarbase tarbase","hsa-mir-181a-2-3p","hsa-mir-139-3p",65125,17.25553511923,19.0996924550899,"17.9265329846872","18.1057752564706","18.7472592621977","""""","""""","""""",""""""
65125,"WNK1","hsa-mir-181a-2-3p","hsa-mir-181c-5p",0.001,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/26498772'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29896252'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30688264'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31579948'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31599399'>PubMedLink</a>","mirtarbase tarbase","tarbase","hsa-mir-181c-5p","hsa-mir-181a-2-3p",65125,19.0106966900041,19.0996924550899,"18.1057752564706","""""","""""","""""","""""","""""",""""""
65125,"WNK1","hsa-mir-214-3p","hsa-mir-18a-3p",0.005,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/26498772'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29896252'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30688264'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31579948'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31599399'>PubMedLink</a>","tarbase","mirtarbase tarbase","hsa-mir-18a-3p","hsa-mir-214-3p",65125,18.3544650355569,18.8588217153292,"18.6564079219446","""""","""""","""""","""""","""""",""""""
79026,"AHNAK","hsa-mir-432-5p","hsa-mir-9-5p",0,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-9-5p","hsa-mir-432-5p",79026,19.0908157924642,20.6229487773811,"19.5902674507553","19.2815034843248","18.9656735045101","""""","""""","""""",""""""
79026,"AHNAK","hsa-mir-939-5p","hsa-mir-182-5p",0.008,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-182-5p","hsa-mir-939-5p",79026,19.5902674507553,19.4117453184671,"18.7094895756569","""""","""""","""""","""""","""""",""""""
79026,"AHNAK","hsa-mir-96-5p","hsa-mir-182-5p",0.007,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-182-5p","hsa-mir-96-5p",79026,17.0533214572471,19.0908157924642,"17.8047533662198","19.5902674507553","18.9066093772671","18.8932565965741","17.9618126069664","19.4117453184671","18.7094895756569"
79158,"GNPTAB","hsa-mir-25-5p","hsa-mir-577",5e-04,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-577","hsa-mir-25-5p",79158,17.4500862300966,18.386684162671,"17.9598550772887","18.4591067062641","""""","""""","""""","""""",""""""
79572,"ATP13A3","hsa-mir-181a-2-3p","hsa-mir-664a-3p",0.005,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-664a-3p","hsa-mir-181a-2-3p",79572,18.4849340596942,18.6402288578633,"18.3492807868227","18.8317150165293","15.5938374713027","17.9688090777588","""""","""""",""""""
79572,"ATP13A3","hsa-mir-505-5p","hsa-mir-150-5p",0.004,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-150-5p","hsa-mir-505-5p",79572,18.4849340596942,18.6402288578633,"18.8317150165293","17.5388934227458","""""","""""","""""","""""",""""""
79572,"ATP13A3","hsa-mir-505-5p","hsa-mir-181a-2-3p",0.0035,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-181a-2-3p","hsa-mir-505-5p",79572,18.4849340596942,18.6402288578633,"18.3492807868227","18.8317150165293","17.5388934227458","""""","""""","""""",""""""
79591,"ARMH3","hsa-mir-181a-2-3p","hsa-mir-214-3p",0.006,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-214-3p","hsa-mir-181a-2-3p",79591,18.1108740035526,18.3402951872433,"17.9544747309454","17.9113612406864","18.1111343574721","18.1339865851596","""""","""""",""""""
79646,"PANK3","hsa-mir-30b-5p","hsa-mir-183-5p",0,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase","hsa-mir-183-5p","hsa-mir-30b-5p",79646,16.0141303169155,16.9161042724552,"17.3800541888567","17.307043508216","""""","""""","""""","""""",""""""
79718,"TBL1XR1","hsa-mir-628-3p","hsa-mir-326",0.0035,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/22496164'>PubMedLink</a>","tarbase","mirtarbase","hsa-mir-326","hsa-mir-628-3p",79718,19.6990549838742,19.1845556595368,"19.0192827769565","19.2261119782672","19.7781998972614","18.5782447302196","18.913964741268","""""",""""""
79745,"CLIP4","hsa-mir-17-5p","hsa-mir-106a-5p",0.001,FALSE,NA,NA,NA,"mirtarbase tarbase","mirtarbase tarbase","hsa-mir-106a-5p","hsa-mir-17-5p",79745,15.284884520289,15.4445069949089,"15.1603433804445","15.2276955777645","""""","""""","""""","""""",""""""
79807,"GSTCD","hsa-mir-129-5p","hsa-mir-181d-5p",0.003,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-181d-5p","hsa-mir-129-5p",79807,15.206641500086,15.8244796340578,"16.1761046441597","16.5173123331584","15.7667096907834","""""","""""","""""",""""""
79901,"CYBRD1","hsa-mir-146b-5p","hsa-mir-148a-3p",0.0075,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-148a-3p","hsa-mir-146b-5p",79901,17.3900653758117,17.484653801767,"19.6884505385839","17.182977390312","""""","""""","""""","""""",""""""
80012,"PHC3","hsa-mir-18a-5p","hsa-mir-296-3p",0.0085,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-296-3p","hsa-mir-18a-5p",80012,16.4525209086003,16.0975843720663,"16.0487374446709","""""","""""","""""","""""","""""",""""""
80012,"PHC3","hsa-mir-18b-5p","hsa-mir-17-5p",0.001,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-17-5p","hsa-mir-18b-5p",80012,15.4767805074756,15.4968789629576,"16.0975843720663","16.0487374446709","""""","""""","""""","""""",""""""
80012,"PHC3","hsa-mir-491-5p","hsa-mir-296-3p",0.001,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-296-3p","hsa-mir-491-5p",80012,16.4525209086003,16.0487374446709,"""""","""""","""""","""""","""""","""""",""""""
80018,"NAA25","hsa-mir-301b-3p","hsa-mir-744-3p",0.006,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-744-3p","hsa-mir-301b-3p",80018,16.097887744155,16.7852942063307,"16.570318468843","16.1038280692443","16.5283310227471","""""","""""","""""",""""""
80045,"GPR157","hsa-mir-106a-5p","hsa-mir-20b-5p",0.005,FALSE,NA,NA,NA,"mirtarbase","mirtarbase tarbase","hsa-mir-20b-5p","hsa-mir-106a-5p",80045,16.129425408145,15.541200833288,"17.5786287964236","""""","""""","""""","""""","""""",""""""
80124,"VCPIP1","hsa-mir-127-3p","hsa-mir-127-5p",5e-04,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-127-5p","hsa-mir-127-3p",80124,16.2891369145282,15.5202373859603,"16.8389480237616","17.2437362261538","16.0032161678305","16.3929701016198","17.3530069159253","17.7705859508789","17.7534608584278"
80167,"ABHD18","hsa-mir-133a-3p","hsa-mir-150-5p",0.0055,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-150-5p","hsa-mir-133a-3p",80167,16.17059123678,15.8537016073961,"16.6663126425095","""""","""""","""""","""""","""""",""""""
80218,"NAA50","hsa-mir-181d-5p","hsa-mir-155-5p",0.0015,FALSE,NA,NA,NA,"mirtarbase tarbase","mirtarbase tarbase","hsa-mir-155-5p","hsa-mir-181d-5p",80218,19.7602334455016,19.7981627881082,"19.988073368326","19.6293036754726","""""","""""","""""","""""",""""""
81796,"SLCO5A1","hsa-mir-17-5p","hsa-mir-30b-5p",0,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-30b-5p","hsa-mir-17-5p",81796,15.9831543036438,15.4200852350469,"14.7854133251552","17.5183674308919","""""","""""","""""","""""",""""""
84056,"KATNAL1","hsa-mir-129-5p","hsa-mir-30b-3p",0.0035,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-30b-3p","hsa-mir-129-5p",84056,16.4900329679794,17.3645042734775,"15.7041253304414","15.7972413924246","15.492347812898","16.1918092881527","16.1496062267791","""""",""""""
84061,"MAGT1","hsa-mir-130b-5p","hsa-mir-129-5p",0.0085,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-129-5p","hsa-mir-130b-5p",84061,19.0699484083676,19.481601594087,"""""","""""","""""","""""","""""","""""",""""""
84301,"DDI2","hsa-mir-181c-5p","hsa-mir-181a-2-3p",0,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-181a-2-3p","hsa-mir-181c-5p",84301,17.4664070505486,17.8217963367767,"16.5767282355874","""""","""""","""""","""""","""""",""""""
84874,"ZNF514","hsa-mir-296-3p","hsa-mir-17-5p",0.0075,TRUE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-17-5p","hsa-mir-296-3p",84874,15.9445877212203,15.1999042695695,"14.776034112725","15.2680472673083","15.4177848632642","14.7630188972469","""""","""""",""""""
85379,"KIAA1671","hsa-mir-766-3p","hsa-mir-432-5p",0.0025,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-432-5p","hsa-mir-766-3p",85379,14.498759790536,14.7149632552981,"13.9037026890477","14.2522642395143","15.1443454505752","14.5949005489054","15.1679948319292","""""",""""""
85463,"ZC3H12C","hsa-mir-654-3p","hsa-mir-1271-5p",0.0015,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-1271-5p","hsa-mir-654-3p",85463,15.1954960855575,15.177030969087,"15.0681166304273","15.70636162709","""""","""""","""""","""""",""""""
91663,"MYADM","hsa-mir-766-3p","hsa-mir-18b-5p",0.0045,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-18b-5p","hsa-mir-766-3p",91663,18.3609517394191,19.4215566174973,"19.3676025649778","18.6427859349215","18.1411757020812","""""","""""","""""",""""""
114823,"LENG8","hsa-mir-505-5p","hsa-mir-138-5p",0.0025,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-138-5p","hsa-mir-505-5p",114823,19.3757105522419,19.2524785458984,"19.7130103446753","20.1129640311502","19.3816225536871","""""","""""","""""",""""""
115294,"PCMTD1","hsa-mir-182-5p","hsa-mir-9-3p",0.005,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase","hsa-mir-9-3p","hsa-mir-182-5p",115294,17.7810966564782,17.0005251152447,"17.4260839506377","17.701504460716","""""","""""","""""","""""",""""""
116987,"AGAP1","hsa-mir-30b-3p","hsa-mir-30d-3p",0.009,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-30d-3p","hsa-mir-30b-3p",116987,12.589364546314,13.5347404321857,"13.5258309577825","15.0454849444294","14.0050015500516","14.0865374758852","""""","""""",""""""
125950,"RAVER1","hsa-mir-342-5p","hsa-mir-138-5p",0.006,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-138-5p","hsa-mir-342-5p",125950,18.1320108796641,18.4247882214062,"18.7314365111311","18.3056086035081","""""","""""","""""","""""",""""""
128178,"EDARADD","hsa-mir-32-3p","hsa-mir-181a-2-3p",0,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-181a-2-3p","hsa-mir-32-3p",128178,13.8844998693236,14.8489193171768,"13.4636570970382","14.5492089338118","""""","""""","""""","""""",""""""
132864,"CPEB2","hsa-mir-30b-5p","hsa-mir-183-5p",0.001,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-183-5p","hsa-mir-30b-5p",132864,13.2821323505112,15.1562826624944,"16.0016557832065","15.8185713050257","""""","""""","""""","""""",""""""
133396,"IL31RA","hsa-mir-1271-5p","hsa-mir-182-5p",0.0015,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/31776466'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31776466'>PubMedLink</a>","mirtarbase","mirtarbase","hsa-mir-182-5p","hsa-mir-1271-5p",133396,11.8742360382387,12.8312570810034,"15.1768070969828","14.5850302549247","""""","""""","""""","""""",""""""
133746,"JMY","hsa-mir-18a-5p","hsa-mir-17-5p",0.0015,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase","hsa-mir-17-5p","hsa-mir-18a-5p",133746,14.1668964593597,15.6952868370811,"15.4149035408869","15.0568775458062","15.4286082707854","15.5943947037338","16.3331318476996","""""",""""""
133746,"JMY","hsa-mir-18b-5p","hsa-mir-17-5p",0.0065,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-17-5p","hsa-mir-18b-5p",133746,15.4149035408869,15.4286082707854,"15.5943947037338","16.3331318476996","""""","""""","""""","""""",""""""
157680,"VPS13B","hsa-mir-339-5p","hsa-mir-335-5p",0.008,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase","hsa-mir-335-5p","hsa-mir-339-5p",157680,15.8623713572656,15.5929047632082,"16.0593769590804","""""","""""","""""","""""","""""",""""""
158158,"RASEF","hsa-mir-17-3p","hsa-mir-17-5p",0.007,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-17-5p","hsa-mir-17-3p",158158,6.92179839828959,8.78694276488943,"9.98710107846848","6.76348269557723","11.6981505024186","7.079728301546","""""","""""",""""""
161742,"SPRED1","hsa-mir-148a-3p","hsa-mir-17-5p",5e-04,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-17-5p","hsa-mir-148a-3p",161742,16.2817777665822,16.6500701984962,"16.7807090006321","16.7435007033924","16.8496791675942","""""","""""","""""",""""""
162655,"ZNF519","hsa-mir-181d-5p","hsa-mir-129-5p",0.0095,TRUE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-129-5p","hsa-mir-181d-5p",162655,12.2256124838138,13.4560985718915,"13.8777742801357","14.6120257337716","13.4402769105892","""""","""""","""""",""""""
163702,"IFNLR1","hsa-mir-381-3p","hsa-mir-379-5p",0.001,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-379-5p","hsa-mir-381-3p",163702,17.2055924434581,17.5986336389259,"18.3898324002238","16.1983421236334","16.4170860253561","16.4535737024911","17.5097023325628","18.0767145465732",""""""
192669,"AGO3","hsa-mir-150-5p","hsa-mir-143-5p",0.002,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-143-5p","hsa-mir-150-5p",192669,14.9869007855624,14.9094184020977,"14.7178809237764","14.6240856333058","""""","""""","""""","""""",""""""
200424,"TET3","hsa-mir-26b-3p","hsa-mir-589-3p",0.003,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/31120187'>PubMedLink</a>","tarbase","tarbase","hsa-mir-589-3p","hsa-mir-26b-3p",200424,16.0641783291194,16.7317364077985,"17.2597062768911","""""","""""","""""","""""","""""",""""""
201725,"C4orf46","hsa-mir-30b-5p","hsa-mir-335-5p",0.004,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-335-5p","hsa-mir-30b-5p",201725,16.9634543665517,16.8063981540887,"17.7202125539981","16.6780828962756","17.4689842901354","""""","""""","""""",""""""
253461,"ZBTB38","hsa-mir-127-5p","hsa-mir-381-3p",0.006,TRUE,NA,NA,NA,"tarbase","tarbase","hsa-mir-381-3p","hsa-mir-127-5p",253461,17.3178912221247,16.149136796028,"17.199032649974","15.6174432394396","16.6183426762887","18.1906037406957","18.2251683603681","18.0445150902236",""""""
253461,"ZBTB38","hsa-mir-382-5p","hsa-mir-381-3p",0.007,TRUE,NA,NA,NA,"tarbase","tarbase","hsa-mir-381-3p","hsa-mir-382-5p",253461,17.3178912221247,16.9712659142933,"16.149136796028","17.199032649974","15.3477254467736","16.6183426762887","18.1906037406957","18.2251683603681","18.0445150902236"
283373,"ANKRD52","hsa-mir-339-5p","hsa-mir-31-5p",0.008,FALSE,NA,NA,NA,"mirtarbase","mirtarbase tarbase","hsa-mir-31-5p","hsa-mir-339-5p",283373,19.0398917001245,18.246677540349,"18.0590412726696","18.073098557557","17.9349968967842","""""","""""","""""",""""""
342371,"ATXN1L","hsa-mir-181c-3p","hsa-mir-181a-2-3p",0.0055,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-181a-2-3p","hsa-mir-181c-3p",342371,16.418512720364,16.9364565201845,"17.0548289537195","17.0127489812969","17.2791222034175","16.4441762367174","15.2109790234414","17.2576898892875",""""""
