"","mirna","clusterString"
"1","hsa-let-7a-2-3p","hsa-let-7a-2,hsa-mir-100"
"2","hsa-let-7a-3p","hsa-let-7a-1,hsa-let-7f-1,hsa-let-7d"
"3","hsa-let-7b-3p","hsa-let-7a-3,hsa-mir-4763,hsa-let-7b"
"4","hsa-let-7b-5p","hsa-let-7a-3,hsa-mir-4763,hsa-let-7b"
"5","hsa-let-7c-5p","hsa-mir-99a,hsa-let-7c"
"6","hsa-let-7d-5p","hsa-let-7a-1,hsa-let-7f-1,hsa-let-7d"
"7","hsa-let-7e-5p","hsa-mir-99b,hsa-let-7e,hsa-mir-125a"
"8","hsa-let-7f-1-3p","hsa-let-7a-1,hsa-let-7f-1,hsa-let-7d"
"9","hsa-let-7f-2-3p","hsa-mir-98,hsa-let-7f-2"
"10","hsa-let-7f-5p","hsa-let-7a-1,hsa-let-7f-1,hsa-let-7d"
"11","hsa-let-7g-3p","hsa-let-7g"
"12","hsa-let-7i-3p","hsa-let-7i"
"13","hsa-mir-1-3p","hsa-mir-133a-1,hsa-mir-1-2"
"14","hsa-mir-100-3p","hsa-let-7a-2,hsa-mir-100"
"15","hsa-mir-100-5p","hsa-let-7a-2,hsa-mir-100"
"16","hsa-mir-101-3p","hsa-mir-3671,hsa-mir-101-1"
"17","hsa-mir-101-5p","hsa-mir-3671,hsa-mir-101-1"
"18","hsa-mir-103a-2-5p","hsa-mir-103a-2,hsa-mir-103b-2"
"19","hsa-mir-105-5p","hsa-mir-105-1,hsa-mir-767,hsa-mir-105-2"
"20","hsa-mir-106a-5p","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a"
"21","hsa-mir-106b-5p","hsa-mir-25,hsa-mir-93,hsa-mir-106b"
"22","hsa-mir-107","hsa-mir-107"
"23","hsa-mir-10a-3p","hsa-mir-10a"
"24","hsa-mir-10a-5p","hsa-mir-10a"
"25","hsa-mir-10b-3p","hsa-mir-10b"
"26","hsa-mir-10b-5p","hsa-mir-10b"
"27","hsa-mir-1179","hsa-mir-1179,hsa-mir-7-2,hsa-mir-3529"
"28","hsa-mir-1180-3p","hsa-mir-1180"
"29","hsa-mir-1185-5p","hsa-mir-376c,hsa-mir-376a-2,hsa-mir-654,hsa-mir-376b,hsa-mir-376a-1,hsa-mir-300,hsa-mir-1185-1,hsa-mir-1185-2,hsa-mir-381,hsa-mir-487b,hsa-mir-539,hsa-mir-889,hsa-mir-544a,hsa-mir-655,hsa-mir-487a"
"30","hsa-mir-122-5p","hsa-mir-122,hsa-mir-3591"
"31","hsa-mir-1224-3p","hsa-mir-1224"
"32","hsa-mir-1224-5p","hsa-mir-1224"
"33","hsa-mir-1226-3p","hsa-mir-1226"
"34","hsa-mir-1227-3p","hsa-mir-1227"
"35","hsa-mir-1228-3p","hsa-mir-1228"
"36","hsa-mir-1228-5p","hsa-mir-1228"
"37","hsa-mir-1229-3p","hsa-mir-1229"
"38","hsa-mir-1237-3p","hsa-mir-1237"
"39","hsa-mir-124-3p","hsa-mir-124-1"
"40","hsa-mir-1243","hsa-mir-1243"
"41","hsa-mir-1248","hsa-mir-1248"
"42","hsa-mir-1249-3p","hsa-mir-1249"
"43","hsa-mir-125a-3p","hsa-mir-99b,hsa-let-7e,hsa-mir-125a"
"44","hsa-mir-125a-5p","hsa-mir-99b,hsa-let-7e,hsa-mir-125a"
"45","hsa-mir-125b-1-3p","hsa-mir-125b-1"
"46","hsa-mir-125b-2-3p","hsa-mir-125b-2"
"47","hsa-mir-125b-5p","hsa-mir-125b-1"
"48","hsa-mir-126-3p","hsa-mir-126"
"49","hsa-mir-126-5p","hsa-mir-126"
"50","hsa-mir-1262","hsa-mir-1262"
"51","hsa-mir-1266-5p","hsa-mir-1266"
"52","hsa-mir-1269a","hsa-mir-1269a"
"53","hsa-mir-127-3p","hsa-mir-337,hsa-mir-665,hsa-mir-431,hsa-mir-433,hsa-mir-127,hsa-mir-432,hsa-mir-136"
"54","hsa-mir-127-5p","hsa-mir-337,hsa-mir-665,hsa-mir-431,hsa-mir-433,hsa-mir-127,hsa-mir-432,hsa-mir-136"
"55","hsa-mir-1270",""
"56","hsa-mir-1271-5p","hsa-mir-1271"
"57","hsa-mir-1276","hsa-mir-1276"
"58","hsa-mir-1277-3p","hsa-mir-1277"
"59","hsa-mir-128-3p","hsa-mir-128-1"
"60","hsa-mir-1287-5p","hsa-mir-1287"
"61","hsa-mir-1288-3p","hsa-mir-1288"
"62","hsa-mir-129-2-3p","hsa-mir-129-2"
"63","hsa-mir-129-5p","hsa-mir-129-1"
"64","hsa-mir-1291","hsa-mir-1291"
"65","hsa-mir-1292-5p","hsa-mir-1292"
"66","hsa-mir-1295a","hsa-mir-1295a,hsa-mir-1295b"
"67","hsa-mir-1296-5p","hsa-mir-1296"
"68","hsa-mir-1298-5p","hsa-mir-1298"
"69","hsa-mir-1301-3p","hsa-mir-1301"
"70","hsa-mir-1304-5p","hsa-mir-1304"
"71","hsa-mir-1305","hsa-mir-1305"
"72","hsa-mir-1306-3p","hsa-mir-3618,hsa-mir-1306"
"73","hsa-mir-1307-3p","hsa-mir-1307"
"74","hsa-mir-130a-3p","hsa-mir-130a"
"75","hsa-mir-130a-5p","hsa-mir-130a"
"76","hsa-mir-130b-3p","hsa-mir-301b,hsa-mir-130b"
"77","hsa-mir-130b-5p","hsa-mir-301b,hsa-mir-130b"
"78","hsa-mir-132-3p","hsa-mir-132,hsa-mir-212"
"79","hsa-mir-132-5p","hsa-mir-132,hsa-mir-212"
"80","hsa-mir-1323","hsa-mir-512-1,hsa-mir-512-2,hsa-mir-1323,hsa-mir-498,hsa-mir-520e,hsa-mir-515-1,hsa-mir-519e"
"81","hsa-mir-133a-3p","hsa-mir-133a-1,hsa-mir-1-2"
"82","hsa-mir-133b","hsa-mir-206,hsa-mir-133b"
"83","hsa-mir-134-5p","hsa-mir-381,hsa-mir-487b,hsa-mir-539,hsa-mir-889,hsa-mir-544a,hsa-mir-655,hsa-mir-487a,hsa-mir-382,hsa-mir-134,hsa-mir-668,hsa-mir-485,hsa-mir-323b,hsa-mir-154,hsa-mir-496,hsa-mir-377,hsa-mir-541"
"84","hsa-mir-135a-5p","hsa-mir-135a-1"
"85","hsa-mir-135b-3p","hsa-mir-135b"
"86","hsa-mir-135b-5p","hsa-mir-135b"
"87","hsa-mir-136-3p","hsa-mir-665,hsa-mir-431,hsa-mir-433,hsa-mir-127,hsa-mir-432,hsa-mir-136"
"88","hsa-mir-136-5p","hsa-mir-665,hsa-mir-431,hsa-mir-433,hsa-mir-127,hsa-mir-432,hsa-mir-136"
"89","hsa-mir-138-1-3p","hsa-mir-138-1"
"90","hsa-mir-138-5p","hsa-mir-138-2"
"91","hsa-mir-139-3p","hsa-mir-139"
"92","hsa-mir-139-5p","hsa-mir-139"
"93","hsa-mir-140-3p","hsa-mir-140"
"94","hsa-mir-140-5p","hsa-mir-140"
"95","hsa-mir-141-3p","hsa-mir-200c,hsa-mir-141"
"96","hsa-mir-141-5p","hsa-mir-200c,hsa-mir-141"
"97","hsa-mir-142-3p","hsa-mir-142,hsa-mir-4736"
"98","hsa-mir-142-5p","hsa-mir-142,hsa-mir-4736"
"99","hsa-mir-143-3p","hsa-mir-143,hsa-mir-145"
"100","hsa-mir-143-5p","hsa-mir-143,hsa-mir-145"
"101","hsa-mir-144-3p","hsa-mir-451a,hsa-mir-451b,hsa-mir-144,hsa-mir-4732"
"102","hsa-mir-144-5p","hsa-mir-451a,hsa-mir-451b,hsa-mir-144,hsa-mir-4732"
"103","hsa-mir-145-3p","hsa-mir-143,hsa-mir-145"
"104","hsa-mir-145-5p","hsa-mir-143,hsa-mir-145"
"105","hsa-mir-1468-5p","hsa-mir-1468"
"106","hsa-mir-146a-3p","hsa-mir-146a"
"107","hsa-mir-146a-5p","hsa-mir-146a"
"108","hsa-mir-146b-3p","hsa-mir-146b"
"109","hsa-mir-146b-5p","hsa-mir-146b"
"110","hsa-mir-148a-3p","hsa-mir-148a"
"111","hsa-mir-148a-5p","hsa-mir-148a"
"112","hsa-mir-148b-5p","hsa-mir-148b"
"113","hsa-mir-149-3p","hsa-mir-149"
"114","hsa-mir-149-5p","hsa-mir-149"
"115","hsa-mir-150-3p","hsa-mir-150"
"116","hsa-mir-150-5p","hsa-mir-150"
"117","hsa-mir-151a-3p","hsa-mir-151a"
"118","hsa-mir-152-3p","hsa-mir-152"
"119","hsa-mir-153-3p","hsa-mir-153-1"
"120","hsa-mir-1538","hsa-mir-1538"
"121","hsa-mir-154-3p","hsa-mir-487a,hsa-mir-382,hsa-mir-134,hsa-mir-668,hsa-mir-485,hsa-mir-323b,hsa-mir-154,hsa-mir-496,hsa-mir-377,hsa-mir-541,hsa-mir-409,hsa-mir-412,hsa-mir-369,hsa-mir-410,hsa-mir-656"
"122","hsa-mir-154-5p","hsa-mir-487a,hsa-mir-382,hsa-mir-134,hsa-mir-668,hsa-mir-485,hsa-mir-323b,hsa-mir-154,hsa-mir-496,hsa-mir-377,hsa-mir-541,hsa-mir-409,hsa-mir-412,hsa-mir-369,hsa-mir-410,hsa-mir-656"
"123","hsa-mir-155-3p","hsa-mir-155"
"124","hsa-mir-155-5p","hsa-mir-155"
"125","hsa-mir-15a-5p","hsa-mir-16-1,hsa-mir-15a"
"126","hsa-mir-15b-3p","hsa-mir-15b,hsa-mir-16-2"
"127","hsa-mir-15b-5p","hsa-mir-15b,hsa-mir-16-2"
"128","hsa-mir-16-1-3p","hsa-mir-16-1,hsa-mir-15a"
"129","hsa-mir-16-2-3p","hsa-mir-15b,hsa-mir-16-2"
"130","hsa-mir-17-3p","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1"
"131","hsa-mir-17-5p","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1"
"132","hsa-mir-181a-2-3p","hsa-mir-181a-2,hsa-mir-181b-2"
"133","hsa-mir-181a-3p","hsa-mir-181b-1,hsa-mir-181a-1"
"134","hsa-mir-181a-5p","hsa-mir-181a-2,hsa-mir-181b-2"
"135","hsa-mir-181b-5p","hsa-mir-181b-1,hsa-mir-181a-1"
"136","hsa-mir-181c-3p","hsa-mir-181c,hsa-mir-181d"
"137","hsa-mir-181c-5p","hsa-mir-181c,hsa-mir-181d"
"138","hsa-mir-181d-5p","hsa-mir-181c,hsa-mir-181d"
"139","hsa-mir-182-3p","hsa-mir-182,hsa-mir-96,hsa-mir-183"
"140","hsa-mir-182-5p","hsa-mir-182,hsa-mir-96,hsa-mir-183"
"141","hsa-mir-183-3p","hsa-mir-182,hsa-mir-96,hsa-mir-183"
"142","hsa-mir-183-5p","hsa-mir-182,hsa-mir-96,hsa-mir-183"
"143","hsa-mir-184","hsa-mir-184"
"144","hsa-mir-185-3p","hsa-mir-185"
"145","hsa-mir-185-5p","hsa-mir-185"
"146","hsa-mir-186-3p","hsa-mir-186"
"147","hsa-mir-186-5p","hsa-mir-186"
"148","hsa-mir-187-3p","hsa-mir-187"
"149","hsa-mir-188-3p","hsa-mir-532,hsa-mir-188,hsa-mir-500a,hsa-mir-362,hsa-mir-501,hsa-mir-500b,hsa-mir-660"
"150","hsa-mir-188-5p","hsa-mir-532,hsa-mir-188,hsa-mir-500a,hsa-mir-362,hsa-mir-501,hsa-mir-500b,hsa-mir-660"
"151","hsa-mir-18a-3p","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1"
"152","hsa-mir-18a-5p","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1"
"153","hsa-mir-18b-3p","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a"
"154","hsa-mir-18b-5p","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a"
"155","hsa-mir-190a-5p","hsa-mir-190a"
"156","hsa-mir-191-3p","hsa-mir-425,hsa-mir-191"
"157","hsa-mir-191-5p","hsa-mir-425,hsa-mir-191"
"158","hsa-mir-192-3p","hsa-mir-192,hsa-mir-194-2"
"159","hsa-mir-192-5p","hsa-mir-192,hsa-mir-194-2"
"160","hsa-mir-193a-3p","hsa-mir-193a"
"161","hsa-mir-193a-5p","hsa-mir-193a"
"162","hsa-mir-193b-3p","hsa-mir-193b,hsa-mir-365a"
"163","hsa-mir-193b-5p","hsa-mir-193b,hsa-mir-365a"
"164","hsa-mir-194-3p","hsa-mir-192,hsa-mir-194-2"
"165","hsa-mir-194-5p","hsa-mir-215,hsa-mir-194-1"
"166","hsa-mir-195-3p","hsa-mir-195,hsa-mir-497"
"167","hsa-mir-195-5p","hsa-mir-195,hsa-mir-497"
"168","hsa-mir-196a-5p","hsa-mir-196a-1"
"169","hsa-mir-196b-5p","hsa-mir-196b"
"170","hsa-mir-197-3p","hsa-mir-197"
"171","hsa-mir-1976","hsa-mir-1976"
"172","hsa-mir-199a-3p","hsa-mir-199a-1"
"173","hsa-mir-199a-5p","hsa-mir-199a-1"
"174","hsa-mir-199b-3p","hsa-mir-199b,hsa-mir-3154"
"175","hsa-mir-199b-5p","hsa-mir-199b,hsa-mir-3154"
"176","hsa-mir-19a-3p","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1"
"177","hsa-mir-19b-1-5p","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1"
"178","hsa-mir-19b-3p","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1"
"179","hsa-mir-200a-3p","hsa-mir-200b,hsa-mir-200a,hsa-mir-429"
"180","hsa-mir-200a-5p","hsa-mir-200b,hsa-mir-200a,hsa-mir-429"
"181","hsa-mir-200b-3p","hsa-mir-200b,hsa-mir-200a,hsa-mir-429"
"182","hsa-mir-200b-5p","hsa-mir-200b,hsa-mir-200a,hsa-mir-429"
"183","hsa-mir-200c-3p","hsa-mir-200c,hsa-mir-141"
"184","hsa-mir-200c-5p","hsa-mir-200c,hsa-mir-141"
"185","hsa-mir-202-3p","hsa-mir-202"
"186","hsa-mir-203a-3p","hsa-mir-203a,hsa-mir-203b"
"187","hsa-mir-204-5p","hsa-mir-204"
"188","hsa-mir-205-3p","hsa-mir-205"
"189","hsa-mir-205-5p","hsa-mir-205"
"190","hsa-mir-206","hsa-mir-206,hsa-mir-133b"
"191","hsa-mir-20a-3p","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1"
"192","hsa-mir-20a-5p","hsa-mir-17,hsa-mir-18a,hsa-mir-19a,hsa-mir-20a,hsa-mir-19b-1,hsa-mir-92a-1"
"193","hsa-mir-20b-3p","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a"
"194","hsa-mir-20b-5p","hsa-mir-363,hsa-mir-92a-2,hsa-mir-19b-2,hsa-mir-20b,hsa-mir-18b,hsa-mir-106a"
"195","hsa-mir-21-3p","hsa-mir-21"
"196","hsa-mir-21-5p","hsa-mir-21"
"197","hsa-mir-210-3p","hsa-mir-210"
"198","hsa-mir-211-5p","hsa-mir-211"
"199","hsa-mir-2110","hsa-mir-2110"
"200","hsa-mir-2113","hsa-mir-2113"
"201","hsa-mir-2114-5p","hsa-mir-2114"
"202","hsa-mir-2116-3p","hsa-mir-2116"
"203","hsa-mir-212-3p","hsa-mir-132,hsa-mir-212"
"204","hsa-mir-214-3p","hsa-mir-214,hsa-mir-3120,hsa-mir-199a-2"
"205","hsa-mir-214-5p","hsa-mir-214,hsa-mir-3120,hsa-mir-199a-2"
"206","hsa-mir-215-5p","hsa-mir-215,hsa-mir-194-1"
"207","hsa-mir-216a-5p","hsa-mir-217,hsa-mir-216a"
"208","hsa-mir-218-1-3p","hsa-mir-218-1"
"209","hsa-mir-218-5p","hsa-mir-218-1"
"210","hsa-mir-219a-1-3p",""
"211","hsa-mir-219a-5p",""
"212","hsa-mir-22-3p","hsa-mir-22"
"213","hsa-mir-22-5p","hsa-mir-22"
"214","hsa-mir-221-3p","hsa-mir-221,hsa-mir-222"
"215","hsa-mir-221-5p","hsa-mir-221,hsa-mir-222"
"216","hsa-mir-222-3p","hsa-mir-221,hsa-mir-222"
"217","hsa-mir-222-5p","hsa-mir-221,hsa-mir-222"
"218","hsa-mir-223-3p","hsa-mir-223"
"219","hsa-mir-223-5p","hsa-mir-223"
"220","hsa-mir-224-3p","hsa-mir-224,hsa-mir-452"
"221","hsa-mir-224-5p","hsa-mir-224,hsa-mir-452"
"222","hsa-mir-2277-3p","hsa-mir-2277"
"223","hsa-mir-2277-5p","hsa-mir-2277"
"224","hsa-mir-2355-3p","hsa-mir-2355"
"225","hsa-mir-2355-5p","hsa-mir-2355"
"226","hsa-mir-23a-5p","hsa-mir-24-2,hsa-mir-27a,hsa-mir-23a"
"227","hsa-mir-23b-3p","hsa-mir-23b,hsa-mir-27b,hsa-mir-3074,hsa-mir-24-1"
"228","hsa-mir-23b-5p","hsa-mir-23b,hsa-mir-27b,hsa-mir-3074,hsa-mir-24-1"
"229","hsa-mir-23c","hsa-mir-23c"
"230","hsa-mir-24-1-5p","hsa-mir-23b,hsa-mir-27b,hsa-mir-3074,hsa-mir-24-1"
"231","hsa-mir-24-2-5p","hsa-mir-24-2,hsa-mir-27a,hsa-mir-23a"
"232","hsa-mir-24-3p","hsa-mir-23b,hsa-mir-27b,hsa-mir-3074,hsa-mir-24-1"
"233","hsa-mir-25-3p","hsa-mir-25,hsa-mir-93,hsa-mir-106b"
"234","hsa-mir-25-5p","hsa-mir-25,hsa-mir-93,hsa-mir-106b"
"235","hsa-mir-26a-1-3p","hsa-mir-26a-1"
"236","hsa-mir-26a-2-3p","hsa-mir-26a-2"
"237","hsa-mir-26a-5p","hsa-mir-26a-1"
"238","hsa-mir-26b-3p","hsa-mir-26b"
"239","hsa-mir-26b-5p","hsa-mir-26b"
"240","hsa-mir-27a-3p","hsa-mir-24-2,hsa-mir-27a,hsa-mir-23a"
"241","hsa-mir-27a-5p","hsa-mir-24-2,hsa-mir-27a,hsa-mir-23a"
"242","hsa-mir-27b-3p","hsa-mir-23b,hsa-mir-27b,hsa-mir-3074,hsa-mir-24-1"
"243","hsa-mir-27b-5p","hsa-mir-23b,hsa-mir-27b,hsa-mir-3074,hsa-mir-24-1"
"244","hsa-mir-28-3p","hsa-mir-28"
"245","hsa-mir-296-3p","hsa-mir-296,hsa-mir-298"
"246","hsa-mir-296-5p","hsa-mir-296,hsa-mir-298"
"247","hsa-mir-299-3p","hsa-mir-379,hsa-mir-411,hsa-mir-299,hsa-mir-380,hsa-mir-1197,hsa-mir-323a,hsa-mir-758,hsa-mir-329-1,hsa-mir-329-2,hsa-mir-494,hsa-mir-1193,hsa-mir-543,hsa-mir-495"
"248","hsa-mir-299-5p","hsa-mir-379,hsa-mir-411,hsa-mir-299,hsa-mir-380,hsa-mir-1197,hsa-mir-323a,hsa-mir-758,hsa-mir-329-1,hsa-mir-329-2,hsa-mir-494,hsa-mir-1193,hsa-mir-543,hsa-mir-495"
"249","hsa-mir-29a-3p","hsa-mir-29a,hsa-mir-29b-1"
"250","hsa-mir-29a-5p","hsa-mir-29a,hsa-mir-29b-1"
"251","hsa-mir-29b-1-5p","hsa-mir-29a,hsa-mir-29b-1"
"252","hsa-mir-29b-2-5p","hsa-mir-29c,hsa-mir-29b-2"
"253","hsa-mir-29b-3p","hsa-mir-29a,hsa-mir-29b-1"
